,Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
10503,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"6,882",73.6
10509,CENSUS,2021,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"10,177",(H)
10515,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,(H)
10521,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10530,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),6,(H)
10539,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10542,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),248,74.8
10545,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,704",87.0
10547,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,(H)
10553,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),664,73.1
10556,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),664,73.1
10559,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10562,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10565,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),430,(H)
10568,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,SORGHUM,"SORGHUM, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),266,(H)
10571,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10574,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10583,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10586,CENSUS,2021,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10589,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,APPLES,"APPLES, GALA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10598,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,APPLES,"APPLES, GOLDEN DELICIOUS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10607,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,APPLES,"APPLES, GRANNY SMITH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10616,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,APPLES,"APPLES, HONEYCRISP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10625,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,APPLES,"APPLES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),184,67.7
10637,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,APPLES,"APPLES, OTHER VARIETIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),173,71.8
10649,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,APPLES,"APPLES, RED DELICIOUS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10658,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,APPLES,"APPLES, ROME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10667,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BARLEY,"BARLEY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,200",23.3
10673,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, BLACK, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10679,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, INCL CHICKPEAS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10685,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10691,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BEANS,"BEANS, DRY EDIBLE, PINTO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10697,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,"BERRIES, OTHER","BERRIES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),30,77.9
10709,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BERRY TOTALS,"BERRY TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),648,86.4
10717,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BLACKBERRIES,"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),3,59.3
10726,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BLUEBERRIES,"BLUEBERRIES, TAME, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),13,74.8
10735,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,BUCKWHEAT,"BUCKWHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),170,71.1
10741,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CHERRIES,"CHERRIES, TART, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (Z),97.0
10747,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"29,706",15.6
10753,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CORN,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"9,506",14.9
10759,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,CRANBERRIES,"CRANBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),573,98.4
10771,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,EMMER & SPELT,"EMMER & SPELT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10777,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"147,506",7.7
10781,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,"FIELD CROPS, OTHER","FIELD CROPS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),174,66.0
10787,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FIGS,"FIGS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (Z),96.5
10796,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS & BERRIES), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),7,60.4
10802,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,FRUIT TOTALS,"FRUIT TOTALS, (EXCL APPLES & GRAPES & CITRUS), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),654,86.0
10813,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,GRAPES,"GRAPES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),13,98.2
10834,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"17,073",24.5
10840,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"22,810",8.9
10846,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"39,883",14.4
10852,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"14,669",20.6
10858,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HAYLAGE,"HAYLAGE, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"24,691",16.1
10864,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HAYLAGE,"HAYLAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"39,360",13.1
10870,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HERBS,"HERBS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10880,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,OATS,"OATS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"3,806",11.6
10886,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,PEACHES,"PEACHES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,(H)
10895,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,PEARS,"PEARS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),4,71.5
10904,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,PLUMS,"PLUMS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),1,64.7
10913,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,POPCORN,"POPCORN, ORGANIC, SHELLED - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10919,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,RASPBERRIES,"RASPBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),9,59.5
10931,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,RYE,"RYE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,561",33.2
10937,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),176,73.2
10943,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,SORGHUM,"SORGHUM, SILAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),743,30.8
10949,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"15,170",12.2
10955,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,STRAWBERRIES,"STRAWBERRIES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),19,73.6
10964,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,SUNFLOWER,"SUNFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),446,63.7
10970,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,TREE NUT TOTALS,"TREE NUT TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10974,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,"TREE NUTS, OTHER","TREE NUTS, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
10980,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,TRITICALE,"TRITICALE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),684,33.3
10986,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,906",40.0
10992,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,WHEAT,"WHEAT, SPRING, (EXCL DURUM), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),570,62.0
10998,CENSUS,2021,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,336",42.0
11004,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,BARLEY,"BARLEY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11010,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,BUCKWHEAT,"BUCKWHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11016,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,CHICKPEAS,"CHICKPEAS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11022,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,FIELD CROP TOTALS,"FIELD CROP TOTALS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"70,838",33.7
11026,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,HAY,"HAY, (EXCL ALFALFA), ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"6,642",54.5
11032,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,HAY,"HAY, ALFALFA, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,320",(H)
11038,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,HAY,"HAY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"7,962",49.9
11044,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,MILLET,"MILLET, PROSO, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"2,269",49.9
11050,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,PEAS,"PEAS, DRY EDIBLE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11056,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,SORGHUM,"SORGHUM, GRAIN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11062,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,SUNFLOWER,"SUNFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"1,018",(H)
11068,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,WHEAT,"WHEAT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"57,881",44.0
11074,CENSUS,2021,YEAR,,STATE,WYOMING,56,,,,,,,0,,WHEAT,"WHEAT, WINTER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"57,881",44.0
11080,CENSUS,2021,YEAR,,STATE,ALABAMA,1,,,,,,,0,,VEGETABLE TOTALS,"VEGETABLE TOTALS, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11082,CENSUS,2021,YEAR,,STATE,ALABAMA,1,,,,,,,0,,"VEGETABLES, OTHER","VEGETABLES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11084,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,BEANS,"BEANS, SNAP, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11086,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,BROCCOLI,"BROCCOLI, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11088,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11090,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,CABBAGE,"CABBAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11092,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,CARROTS,"CARROTS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11094,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,CAULIFLOWER,"CAULIFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11096,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,HERBS,"HERBS, FRESH CUT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11098,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,LETTUCE,"LETTUCE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11100,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,ONIONS,"ONIONS, DRY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11102,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,ONIONS,"ONIONS, DRY, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11104,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,ONIONS,"ONIONS, DRY, WHITE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11106,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,ONIONS,"ONIONS, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11108,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,POTATOES,"POTATOES, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11110,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,SQUASH,"SQUASH, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11112,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,VEGETABLE TOTALS,"VEGETABLE TOTALS, ORGANIC, IN THE OPEN - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),24,68.7
11114,CENSUS,2021,YEAR,,STATE,ALASKA,2,,,,,,,0,,"VEGETABLES, OTHER","VEGETABLES, OTHER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),21,76.7
11116,CENSUS,2021,YEAR,,STATE,ARIZONA,4,,,,,,,0,,BROCCOLI,"BROCCOLI, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),614,59.6
11118,CENSUS,2021,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, GREEN, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11120,CENSUS,2021,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CABBAGE,"CABBAGE, HEAD, RED, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11122,CENSUS,2021,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CABBAGE,"CABBAGE, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11124,CENSUS,2021,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CARROTS,"CARROTS, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED), (D),(D)
11126,CENSUS,2021,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CAULIFLOWER,"CAULIFLOWER, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),345,64.1
11128,CENSUS,2021,YEAR,,STATE,ARIZONA,4,,,,,,,0,,CELERY,"CELERY, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),245,62.2
11130,CENSUS,2021,YEAR,,STATE,ARIZONA,4,,,,,,,0,,HERBS,"HERBS, FRESH CUT, ORGANIC - ACRES HARVESTED",ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),354,57.0
